name,address
THE RESIDENCE AT CARRIAGE CREEK,"22501 BUTTERFIELD RD, RICHTON PARK, IL 60471"
TURNBERRY COURT APTS,"2811 CHAMPLAIN ST, OTTAWA, IL 61350"
VALLEY VIEW APTS,"3303 E STATE ST, ROCKFORD, IL 61108"
VICTORY CENTRE OF SIERRA RIDGE SLF,"4150 GATLING BLVD, COUNTRY CLUB HILLS, IL 60478"
VILLAGEBROOK APTS,"278 E ST CHARLES RD, CAROL STREAM, IL 60188"
WELCH WOODS,"12 FRANK WESSEL DR, BEARDSTOWN, IL 62618"
WENTWORTH COMMONS,"11045 S WENTWORTH AVE, CHICAGO, IL 60628"
WINDHAM TERRACE APTS,"2701 WINDHAM TER DR, WOOD RIVER, IL 62095"
WOODSTOCK COMMONS,"1420 COMMONS DR, WOODSTOCK, IL 60098"
WOODSTOCK SENIOR APTS,"1310 N SEMINARY AVE, WOODSTOCK, IL 60098"
ANCHOR SENIOR LIVING,"325 S YORK RD, BENSENVILLE, IL 60106"
BARRINGTON HORIZON SENIOR LIVING COMM,"1410 S BARRINGTON RD, BARRINGTON, IL 60010"
BRAIDWOOD SENIOR HOUSING,"660 W SECOND ST, BRAIDWOOD, IL 60408"
CAMBRIDGE HOUSE OF MARYVILLE,"6901 STATE RTE 162, MARYVILLE, IL 62062"
CHAMPION PARK REVITALIZATION PHASE II,"3822 DELAWARE ST, ROCKFORD, IL 61102"
CONTINENTAL PLAZA APTS,"1330 W 78TH ST, CHICAGO, IL 60620"
FREEDOM PLACE II,"902 E PRAIRIE ST, LITCHFIELD, IL 62056"
GALESBURG TOWERS,"1384 N HENDERSON ST, GALESBURG, IL 61401"
GREEN VIEW ESTATES,"705 MELODY CT, MORRISON, IL 61270"
GREENWOOD SENIOR LIVING,"801 E 61ST ST, CHICAGO, IL 60637"
GROVE SENIOR LIVING,"3737 HIGHLAND AVE, DOWNERS GROVE, IL 60515"
HICKORY MEADOWS SUBDIVISION,"33 HICKORY MEADOWS DR, CENTRALIA, IL 62801"
HILLIARD HOMES,"2031 S CLARK ST, CHICAGO, IL 60616"
HILLIARD HOMES II,"30 W Cermak Rd, Chicago, IL 60616-2043"
HINSDALE LAKE TERRACE,"450 HONEYSUCKLE ROSE RD, WILLOWBROOK, IL "
INDIAN TRAIL APTS (ADDISON),"601 N MEADOWS BLVD, ADDISON, IL 60101"
LIBERTY ARMS SENIOR APTS,"260 LARKDALE ROW, WAUCONDA, IL 60084"
MADDEN WELLS REDEVELOPMENT,"3859 S VINCENNES AVE, CHICAGO, IL 60653"
MADRES UNIDAS,"1625 N DRAKE AVE, CHICAGO, IL 60647"
MAHALIA PLACE,"116 E 43RD ST, CHICAGO, IL 60653"
MOLINE HIGH SCHOOL LOFT APTS,"1001 16TH ST, MOLINE, IL 61265"
WABASH CROSSING RENTAL PHASE II,"1084 N MLK DR, DECATUR, IL 62521"
WABASH ESTATES SLF,"532 ABELSON DR, CARMI, IL 62821"
WASHINGTON PARK SRO,"5000 S Indiana Ave, Chicago, IL 60615"
WASHINGTON PARK SRO,"5000 S INDIANA AVE, CHICAGO, IL 60615"
WASHINGTON VILLAGE ESTATES (SLF),"1150 NEWCASTLE RD, WASHINGTON, IL 61571"
WESTPORT APTS,"2 WESTPORT DR, SULLIVAN, IL 61951"
COUNTY ESTATES,"101 W SHERIDAN RD, PETERSBURG, IL 62675"
COVERED BRIDGES,"637 BURNS ST, CAROL STREAM, IL 60188"
DEARBORN ROOT- ROBERT TAYLOR,"4006 S FEDERAL ST, CHICAGO, IL 60609"
DREXEL PRESERVATION,"4725 S INGLESIDE AVE, CHICAGO, IL 60615"
EAGLE RIDGE OF DECATUR SLF,"829 W MCKINLEY AVE, DECATUR, IL 62526"
EAGLE RIDGE OF DECATUR SLF II,"875 W MCKINLEY AVE, DECATUR, IL 62526"
ENGLEWOOD HOUSING GROUP,"301 W MARQUETTE RD, CHICAGO, IL 60621"
FLORIDA HOUSE,"1502 E FLORIDA AVE, URBANA, IL 61802"
FOUNTAIN VIEW APTS,"3718 W DOUGLAS BLVD, CHICAGO, IL 60623"
G&A SENIOR RESIDENCE AT RAVENSWOOD,"1818 W PETERSON AVE, CHICAGO, IL 60660"
G+A SENIOR RESIDENCE AT RAVENSWOOD,"1818 W Peterson, Chicago, IL 60660"
HARRISON COURTS,"2950 W HARRISON ST, CHICAGO, IL 60612"
HERRIN PINEVIEW APTS,"701 FILLMORE SQ, HERRIN, IL 62948"
HIDDEN GLEN APTS,"290 N STADIUM DR, BOURBONNAIS, IL 60914"
JAZZ ON THE BOULEVARD,"4106 MARYLAND AVE, CHICAGO, IL 60653"
KEYSTONE PLACE,"6531 S MINERVA AVE, CHICAGO, IL 60637"
LA ESTANCIA APTS,"1155 N CALIFORNIA AVE, CHICAGO, IL 60622"
LINCOLN TOWERS & BLOOMINGTON,"202 S ROOSEVELT AVE, BLOOMINGTON, IL 61701"
LINCOLN TOWERS & FREEPORT,"320 N HARLEM AVE, FREEPORT, IL 61032"
LINCOLN VILLAGE SENIOR APARTMENTS,"6057 N LINCOLN AVE, CHICAGO, IL 60659"
LINCOLN VILLAGE SENIOR APTS,"6057 N LINCOLN AVE, CHICAGO, IL 60659"
LOOMIS COURTS,"1314 W 15TH ST, CHICAGO, IL 60608"
LORINGTON APTS,"2630 N SPAULDING AVE, CHICAGO, IL 60647"
MADISON SENIOR APTS,"1601 MARKET ST, MADISON, IL 62060"
ALTON POINTE,"100 SULLIVAN DR, ALTON, IL 62002"
BRIGGS-ROSALIND HOMES,"6 S BROADWAY ST, JOLIET, IL 60436"
BROOKHAVEN APTS,"150 GREENHAVEN LN, GURNEE, IL 60031"
CANTERBURY HOUSE - DIXON,"1501 LOWELL PARK RD, DIXON, IL 61021"
COPPIN HOUSE,"333 E 55TH PL, CHICAGO, IL 60637"
EVERGREEN PLACE - LITCHFIELD,"630 S ILLINOIS AVE, LITCHFIELD, IL 62056"
MYERS COMMONS SENIOR HOUSING,"2625 83RD ST, DARIEN, IL 60561"
OASIS SENIOR LIVING,"3833 W WASHINGTON BLVD, CHICAGO, IL 60624"
CRESTVIEW VILLAGE APTS,"200 N CRESTLANE DR, KANKAKEE, IL 60901"
DANBURY COURT APTS PHASE II,"1 BASIL WAY, BLOOMINGTON, IL 61705"
DOUGLAS SQUARE APTS,"414 NATHANIEL BURCH DR, CHAMPAIGN, IL 61820"
DREXEL JAZZ,"804 E BOWEN AVE, CHICAGO, IL 60653"
EAST BANK POINTE,"4010 MCCALLUM, EAST SAINT LOUIS, IL "
WILSON Y,"1032 W MONTROSE AVE, CHICAGO, IL 60613"
PALMER SQUARE APTS,"2118 1/2 N KEDZIE BLVD, CHICAGO, IL 60647"
PARKVIEW APTS OF METROPOLIS,"1055 E EIGHTH ST, METROPOLIS, IL 62960"
PLUM CREEK SLF,"2801 ALGONQUIN RD, ROLLING MEADOWS, IL 60008"
PONTIAC TOWERS,"1011 W WASHINGTON ST, PONTIAC, IL 61764"
POPLAR CREEK VILLAGE,"2250 W GOLF RD, HOFFMAN ESTATES, IL "
PRAIRIE VIEW APTS (NORTH CHICAGO),"1 PRAIRIE VIEW CT, NORTH CHICAGO, IL 60064"
PRAISE APTS,"4123 W CERMAK RD, CHICAGO, IL 60623"
RIVER WEST SOUTH,"312 S MERRIMAN ST, PEORIA, IL 61605"
ROCKWELL GARDENS PHASE 1B/JACKSON SQUARE,"2425 W ADAMS, CHICAGO, IL 60612"
ROOSEVELT PLACE,"1401 W ROOSEVELT RD, CHICAGO, IL 60608"
SPAULDING + TRUMBULL APARTMENTS,"1410 S Spaulding, Chicago, IL 60623"
ST JAMES SENIOR HOUSING,"3700 EAGLE NEST DR, CRETE, IL 60417"
ST LEO RESIDENCE,"7750 S EMERALD AVE, CHICAGO, IL 60620"
ST PAULS RESIDENCE,"2815 W BYRON ST, CHICAGO, IL 60618"
STREATOR SENIOR HOUSING,"495 OAKLEY AVE, STREATOR, IL 61364"
THE GLEN,"326 DIVERSATECH DR, MANTENO, IL 60950"
THOMAS PLACE,"2200 PATRIOT BLVD, GLENVIEW, IL 60026"
THORNWOOD APTS,"19440 CHICAGO HEIGHTS RD, CHICAGO HEIGHTS, IL "
VANDEVEER HOMES,"1428 W VANDEVEER ST, TAYLORVILLE, IL 62568"
VICTORY CENTER OF ROSELAND,"10450 S MICHIGAN AVE, CHICAGO, IL 60628"
VICTORY CENTRE OF BARTLETT SLF,"1101 W BARTLETT RD, BARTLETT, IL 60103"
VOSS BROTHERS LOFTS,"2125 THIRD AVE, ROCK ISLAND, IL 61201"
WATER'S EDGE APTS,"2717 N LEAVITT ST, CHICAGO, IL 60647"
WEST END 1B,"2425 W ADAMS ST, CHICAGO, IL 60612"
WEST END 1B,"208 S WESTERN AVE, CHICAGO, IL 60612"
WEST HAVEN PARK TOWER/WHP PHASE IIA1,"100 N HERMITAGE AVE, CHICAGO, IL 60612"
ZION SENIOR COTTAGES,"1005 PRESTWICK ST, ZION, IL 60099"
65TH STREET APTS,"848 E 65TH ST, CHICAGO, IL 60637"
AMALGAMATED SENIOR RESIDENCES,"1504 W VAN BUREN ST, CHICAGO, IL 60607"
ANGLERS MANOR,"1017 S MERCER AVE, BLOOMINGTON, IL 61701"
ARCHER AVENUE SENIOR RESIDENCES,"2928 S Archer Ave, Chicago, IL 60608"
BARTLETT ILF ASSOC,"1105 W BARTLETT RD, BARTLETT, IL 60103"
BARTON SENIOR RESIDENCES OF ZION,"3500 EMMAUS AVE, ZION, IL "
BLOOMINGDALE HORIZON SENIOR LIVING COMM,"160 W LAKE ST, BLOOMINGDALE, IL 60108"
BRAINARD LANDINGS APTS PHASE II,"1103 N STATE ST, LINCOLN, IL 62656"
BROOKSTONE APTS,"4247 HICKORY HILLS DR, WAUKEGAN, IL 60087"
BUENA VISTA TOWNHOMES,"1200 AMANDA CIR, ELGIN, IL 60123"
CALUMET PARK SENIOR HOUSING,"12450 S MORGAN ST, CALUMET PARK, IL 60827"
CHESTNUT MADISON RECOVERY,"604 STATE ST, MADISON, IL 62060"
COUNTRYSIDE VILLAGES II (ROCHELLE),"907 N SECOND ST, ROCHELLE, IL 61068"
MANOR AT CRAIG FARMS,"3030 STATE ST, CHESTER, IL 62233"
MANOR AT THE WOODLANDS,"1 MANOR CIR, FAIRFIELD, IL 62837"
NEAR NORTH,"1234 N CLYBOURN AVE, CHICAGO, IL "
NEW EDEN GREEN VENTURE,"13251 S DR MLK JR DR, RIVERDALE, IL "
NORTH AVENUE REDEVELOPMENT,"2634 W N AVE, CHICAGO, IL 60647"
NORTH PRAIRIE APTS,"1025 CARRIE AVE, OREGON, IL "
PARK PLACE,"609 CTR ST, MAZON, IL 60444"
PARKSIDE 4,"1158 N Cleveland Ave, Chicago, IL 60610-1712"
PARKSIDE APTS (KEWANEE),"125 N CHESTNUT ST, KEWANEE, IL 61443"
PEKIN SUPPORTIVE LIVING,"1320 EXECUTIVE CT, PEKIN, IL 61554"
PINEVIEW OF ROCKFORD SLF,"202 N SHOW PL DR, ROCKFORD, IL 61107"
PIONEER VILLAGE APTS,"340 E 38TH ST, CHICAGO, IL 60653"
PRAIRIE STATION APTS,"1700 ONTARIOVILLE RD, HANOVER PARK, IL 60133"
ROBERT TAYLOR HOMES A-1,"116 E 43RD ST, CHICAGO, IL 60653"
ROUND BARN MANOR PRESERVATION,"200 W JOHN ST, CHAMPAIGN, IL 61820"
SCHIFF R,"1244 N CLYBOURN AVE, CHICAGO, IL 60610"
SENIOR SUITES OF AUBURN GRESHAM,"1050 W 79th Str, Chicago, IL 60620"
SENIOR SUITES OF AUBURN GRESHAM,"1050 W 79TH ST, CHICAGO, IL 60620"
SENIOR SUITES OF JOLIET,"215 N OTTAWA ST, JOLIET, IL 60432"
SENIOR SUITES/AUBURN-GRESHAM,"1050 W 79TH ST, CHICAGO, IL 60620"
SPAULDING & TRUMBULL,"1410 S SPAULDING AVE, CHICAGO, IL 60623"
SUN RIVER SINGLE FAMILY HOUSING,"7180 E COUNTRY CLUB DR, SUN RIVER TERRACE, IL 60964"
SUNNYCREST MANOR,"1805 S COTTAGE GROVE AVE, URBANA, IL 61801"
SUNRISE APTS,"1817 S NINTH ST, MATTOON, IL 61938"
TIMBERLAKE ESTATES,"2423 TAYLOR AVE, SPRINGFIELD, IL 62703"
TURNBERRY COURT APTS II,"2811 CHAMPLAIN ST, OTTAWA, IL 61350"
UPTOWN PRESERVATION,"4431 N CLIFTON AVE, CHICAGO, IL 60640"
VICTORY CENTRE OF SIERRA RIDGE ILF,"4152 GATLING BLVD, COUNTRY CLUB HILLS, IL 60478"
EVERGREEN PLACE - STREATOR,"1527 E MAIN ST, STREATOR, IL 61364"
FOUNTAIN,"3719 W DOUGLAS BLVD, CHICAGO, IL 60623"
FOX MEADOWS SLF,"605 S MARSHALL AVE, MC LEANSBORO, IL 62859"
FOX VIEW APTS,"3 OXFORD DR, CARPENTERSVILLE, IL 60110"
HANSBERRY SQUARE,"4036 S STATE ST, CHICAGO, IL 60609"
HAWKLAND ESTATES,"907 HAWKLAND ST, CARROLLTON, IL 62016"
HERITAGE PLACE AT LAKESHORE APTS,"1035 S MAIN ST, DECATUR, IL 62521"
HERITAGE WOODS OF BATAVIA II,"1079 E WILSON ST, BATAVIA, IL 60510"
HERITAGE WOODS OF DEKALB,"2600 N ANNIE GLIDDEN RD, DEKALB, IL 60115"
HERITAGE WOODS OF MOLINE SLF,"5500 46TH AVE DR, MOLINE, IL 61265"
KOSOH HOUSING,"927 W WILSON AVE, CHICAGO, IL 60640"
LAWNDALE BOND,"3225 W Douglas Blvd, Chicago, IL 60623-1750"
LAWNDALE BOND RESTORATION,", CHICAGO, IL "
LIVING SPRINGS OF MCHENRY SLF,"4609 W CRYSTAL LAKE RD, MCHENRY, IL 60050"
MALDEN ARMS,"4727 N MALDEN ST, CHICAGO, IL 60640"
MANOR AT SALEM WOODS,"411 S HOTZE RD, SALEM, IL 62881"
MT VERNON SENIOR BUILDING,"4260 HERITAGE AVE, MT VERNON, IL 62864"
NEHEMIAH HOMES,"2009 E KANSAS ST, SPRINGFIELD, IL 62703"
NEW HOPE APTS,"301 NE JEFFERSON AVE, PEORIA, IL 61602"
NORTH AVENUE REDEVLEOPMENT ELDERLY,"2634 W N AVE, CHICAGO, IL 60647"
NTV2,"709 W Blackhawk St, Chicago, IL 60610-1170"
PACESETTER PHASE I,"13708 S LOWE AVE, RIVERDALE, IL 60827"
PARK BLVD 1B,"3506 S STATE ST, CHICAGO, IL 60609"
PARK BOULEVARD 1B,"16 W 36th St, Chicago, IL 60609"
PARKSIDE,"545 W DIVISION ST, CHICAGO, IL 60610"
PARKSIDE 9,"545 W Division St, Chicago, IL 60610-1877"
PERU SENIOR HOUSING PHASE II,"2150 PULASKI ST, PERU, IL "
RIVERWOODS APTS,"300 E RIVER ST, KANKAKEE, IL 60901"
ROME MEADOWS,"99 ROME MDWS, DIX, IL 62830"
ROOSEVELT SQUARE II,"1007 S Throop, Chicago, IL 60608"
SENIOR SUITES OF MARQUETTE VILLAGE,"7430 S Rockwell Avenue, Chicago, IL 60629"
SENIOR SUITES OF MARQUETTE VILLAGE,"7430 S ROCKWELL ST, CHICAGO, IL 60629"
THE DOWNTOWN COMMONS,"611 N MAIN ST, JACKSONVILLE, IL 62650"
WESTHAVEN PARK APTS IIB,"122 N WOOD ST, CHICAGO, IL 60612"
WICKER PARK RENAISSANCE,"1527 N WICKER PARK AVE, CHICAGO, IL 60622"
BRITTON BUDD,"501 W SURF ST, CHICAGO, IL 60657"
CASA MORELOS,"2013 S MORGAN ST, CHICAGO, IL 60608"
COLEMAN PLACE,"116 E 43RD ST, CHICAGO, IL 60653"
COLLIER GARDEN APTS,"2901 SEARLES AVE, ROCKFORD, IL 61101"
G&A SENIOR RESIDENCE AT EASTGATE VILLAGE,"300 E 26TH ST, CHICAGO, IL 60616"
G+A SENIOR RESIDENCE AT EASTGATE VILLAGE,"300 E 26th St, Chicago, IL 60616"
GREENVIEW PLACE,"1501 W Melrose, Chicago, IL 60657"
HUNTER'S TRACE SUBDIVISION,"1036 HUNTERS CIR, BENTON, IL 62812"
MADISON AVENUE APTS,"511 E MONROE ST, DU QUOIN, IL 62832"
MEACHUM CROSSING APTS,"1038 JAMES GRAY ST, VENICE, IL 62090"
OAKWOOD SHORES 2A,"4TH WARD, CHICAGO, IL "
PARKSIDE FOUR,", CHICAGO, IL "
PARKVIEW PLACE OF STERLING,"2205 OAK GROVE AVE, STERLING, IL 61081"
RENAISSANCE ST LUKE SLF,"1501 W MELROSE ST, CHICAGO, IL 60657"
RENANSSA,"3123 W DOUGLAS BLVD, CHICAGO, IL 60623"
ROBERT TAYLOR HOMES C-2,"4200 S PRAIRIE AVE, CHICAGO, IL 60653"
ROSA PARKS APTS,"2550 W N AVE, CHICAGO, IL 60647"
SENIOR ESTATES OF BOLINGBROOK,"550 KILDEER DR, BOLINGBROOK, IL 60440"
SENIOR SUITES OF KELVYN PARK,"2715 N Cicero Avenue, Chicago, IL 60639"
SENIOR SUITES OF KELVYN PARK,"2715 N CICERO AVE, CHICAGO, IL 60639"
SPRING VALLEY SENIOR HOUSING PHASE I,"603 W FOURTH ST, SPRING VALLEY, IL "
STREATOR SENIOR HOUSING PHASE II,"601 OAKLEY, STREATOR, IL "
THE VILLAS AT HERITAGE WOODS,"3 HERITAGE CIR, CENTRALIA, IL 62801"
TIMBERLAKE SUPPORTIVE LIVING,"2521 EMPOWERMENT RD, SPRINGFIELD, IL 62703"
WILSON YARD APTS,"1026 W MONTROSE AVE, CHICAGO, IL 60613"
WINGATE MANOR I,"161 WINGATE BLVD, SHILOH, IL 62221"
WRIGHTWOOD SENIOR APTS,"2801 W 79TH ST, CHICAGO, IL 60652"
A SAFE PLACE II,"2720 17TH ST, ZION, IL 60099"
BETHPHAGE OF ROCKFORD,"1831 APPLE TREE LN, ROCKFORD, IL 61108"
CARBONDALE NEIGHBORS DEVELOPMENT,", CARBONDALE, IL "
SPRING VALLEY SENIOR HOUSING PHASE II,"201 W FOURTH ST, SPRING VALLEY, IL 61362"
THE GLEN AT BELVIDERE,"4452 SQUAW PRAIRIE RD, BELVIDERE, IL 61008"
THE RESIDENCES AT FOUNTAIN SQUARE,"3960 S CASMIR PULASKI RD, WAUKEGAN, IL "
THORNWOOD HOUSE,"1 THORNWOOD DR, UNIVERSITY PARK, IL 60484"
TOWN & COUNTRY APTS,"2562 OARKVIEW DR, GRANITE CITY, IL "
TWENTY FIRST HOMES,", GRANITE CITY, IL "
CLIFTON MAGNOLIA APTS,"4416 N CLIFTON AVE, CHICAGO, IL 60640"
COLONIAL PARK APTS,"748 SHARON AVE, PARK CITY, IL 60085"
COTTAGE APTS,"1000 S COTTAGE AVE, NORMAL, IL 61761"
CRANE MEADOWS APTS,"1503 LORELEI DR, ZION, IL 60099"
CRESTSIDE VILLAGE APTS,"504 S SIXTH ST, MARSHALL, IL 62441"
DOUGLAS COUNTY APTS,"200 VAN VOORHIS DR, TUSCOLA, IL 61953"
EAST LAKE/WEST END II,"2425 W ADAMS, CHICAGO, IL 60612"
FAUST LANDMARK APTS,"630 E ST ST, ROCKFORD, IL "
FRANKLIN SQUARE APTS,"318 MAIDEN LN, QUINCY, IL 62301"
GOLDEN OAKS SENIOR APTS,", LITCHFIELD, IL "
HAIRPIN LOFT APTS,"3414 W DIVERSEY AVE, CHICAGO, IL 60647"
HAIRPIN LOFTS APARTMENTS,"3414 W Diversey Ave, Chicago, IL 60647"
HAMPTON PLACE THREE,"1200 HIGHLAND AVE, ALTON, IL 62002"
HANCOCK HOUSE,"12045 S EMERALD AVE, CHICAGO, IL 60628"
HERITAGE WOODS OF CHARLESTON,"480 W POLK AVE, CHARLESTON, IL 61920"
HERITAGE WOODS OF PLAINFIELD,"1437 N VAN DYKE RD, PLAINFIELD, IL 60544"
HOPE MANOR APTS,"3453 W MADISON ST, CHICAGO, IL 60624"
INDEPENDENCE APTS,"925 S INDEPENDENCE BLVD, CHICAGO, IL 60624"
KNOLLWOOD RETIREMENT CENTER ST CLAIR,"912 KNOLLWOOD VILLAGE RD, CASEYVILLE, IL 62232"
LAKE MATHERVILLE MANOR APTS,"402 FIFTH AVE, MATHERVILLE, IL 61263"
LEXINGTON FARMS SUBDIVISION,"1190 LEXINGTON DR, JERSEYVILLE, IL 62052"
LYNWOOD SENIOR HOUSING PHASE II,"2452 LAKE POINTE DR, LYNWOOD, IL 60411"
MAGNOLIA PROPERTIES,"VARIED SITES, NEWTON, IL "
MANOR AT JERSEYVILLE GLEN,"1241 S LIBERTY ST, JERSEYVILLE, IL "
MAPLE RIDGE APTS,"1000 east of intersection of East Court St. and U. S. 150, PARIS, IL 61201"
MARSHALL SPRINGS APTS,"114 MAPLE ST, MARSHALL, IL 62441"
MARTIN LUTHER KING APTS,"3800 W 16TH ST, CHICAGO, IL 60623"
MCKENZIE FALLS,"265 LAKE SHORE DR, BOLINGBROOK, IL 60440"
MONMOUTH FARMS,"2050 75TH ST, MONMOUTH, IL 61462"
O'KEEFE APTS,"7150 S EUCLID (SCATTERED SITES), CHICAGO, IL "
PARK DOUGLAS/OGDEN NORTH,"1254 S FAIRFIELD AVE, CHICAGO, IL 60608"
PARKWAY GARDENS APTS,"6536 S KING DR, CHICAGO, IL 60637"
POMEROY SENIOR,"5650 N KENMORE AVE, CHICAGO, IL 60660"
PULLMAN WHEELWORKS,"901 E 104TH ST, CHICAGO, IL 60628"
RIVER TO RIVER COMMUNITY OF MARION,"1515 E DEYOUNG ST, MARION, IL 62959"
ROCK ISLAND - SPECIAL NEEDS,"655 CASCADE GARDEN DR, ROCK ISLAND, IL 61201"
ROSELAND PLACE,"10426 S MICHIGAN AVE, CHICAGO, IL 60628"
SAVOY SQUARE,"4448 S STATE ST, CHICAGO, IL 60609"
SHOREWOOD HORIZON SENIOR LIVING COMMUNITY,"820 W BLACK RD, SHOREWOOD, IL 60404"
SINAI VILLAGE,"1200 ST LOUIS AVE, EAST ST LOUIS, IL 62201"
SPRING GROVE APTS,"4554 S DREXEL BLVD, CHICAGO, IL 60653"
VICTORY CENTER OF SOUTH CHICAGO,"3251 E 92ND ST, CHICAGO, IL 60617"
VILLAGE PARK APTS,"2520 VILLAGE PARK DR, WAUKEGAN, IL 60087"
VILLAS OF CARBONDALE,"1601 NEW ERA RD, CARBONDALE, IL 62901"
WEST END PHASE II,"2425 W ADAMS ST, CHICAGO, IL 60612"
WESTHAVEN PARK APTS IIC,"1910 W MAYPOLE AVE, CHICAGO, IL 60612"
WILMINGTON SENIOR HOUSING PHASE II,"440 ANNS CIR, WILMINGTON, IL 60481"
WOODLAWN CENTER SOUTH APTS,"6222 S COTTAGE GROVE AVE, CHICAGO, IL 60637"
ZURICH MEADOWS,"250 MOHAWK TRAIL, LAKE ZURICH, IL 60047"
BARRINGTON FARMS SUBDIVISION,"1707 W CHERRY ST, ROBINSON, IL 62454"
CANTERBURY HOUSE APTS II,"1501 LOWELL PARK RD, DIXON, IL 61021"
COUNTRYSIDE VILLAGE I (CAMBRIA),"102 RALPH ST, CAMBRIA, IL 62915"
COUNTRYSIDE VILLAGE II (CAMBRIA),"102 RALPH ST, CAMBRIA, IL 62915"
DIAMOND SENIOR APTS,"3350 WHITE OAK DR, OSWEGO, IL 60543"
ELGIN ARTSPACE LOFTS,"51 S SPRING ST, ELGIN, IL 60120"
GATEWAY APTS,"1676 MARKET ST, MADISON, IL 62060"
GRAYSLAKE SENIOR HOUSING,"BELVIDERE & NEVILLE RD, GRAYSLAKE, IL "
HAROLD WASHINGTON APTS,"4944 N SHERIDAN RD, CHICAGO, IL 60640"
HERITAGE WOODS OF GURNEE,"3755 GRAND AVE, GURNEE, IL 60031"
INDIAN TRAIL APTS (LAWRENCEVILLE),"9 YOST CT, LAWRENCEVILLE, IL 62439"
JANE ADDAMS PARK APTS,"502 SEMINARY ST, ROCKFORD, IL 61104"
JOHNSTON GARDEN APTS,"1615 BLACKHAWK BLVD, SOUTH BELOIT, IL 61080"
KARCHER ARTSPACE LOFTS,"405 WASHINGTON ST, WAUKEGAN, IL 60085"
LAMPLIGHT MANOR,"710 S HANCOCK ST, MC LEANSBORO, IL 62859"
MAPLEWOOD ESTATES,"104 FAIRWAY DR, CENTRALIA, IL 62801"
WILLIAMSBURG APTS,"6900 W MAIN ST, BELLEVILLE, IL 62223"
MAY APTS,"1701 BRYANT AVE, EDWARDSVILLE, IL 62025"
MILWAUKEE AVENUE APTS,"3064 N MILWAUKEE AVE, CHICAGO, IL 60618"
MOSAIC AT BUSHNELL HOUSING,"INTERSECTION OF HURST & SPERRY ST, MACOMB, IL "
MT VERNON MANOR APTS,"330 N WALLER AVE, CHICAGO, IL 60644"
NORTH EASTWOOD SHORES APTS,"850 W EASTWOOD, CHICAGO, IL 60640"
PEORIA PORTFOLIO I - IV,"818 W HURLBURT ST, PEORIA, IL 61605"
PIONEER GARDENS SLF,"3800 S KING DR, CHICAGO, IL 60653"
PRAIRIE MEADOWS HOMES,"1200 DAISY LN, HOOPESTON, IL 60942"
PROGRESS,"4752 S WABASH AVE, CHICAGO, IL 60615"
SANDBURG VILLAGE,"666 HOME BLVD, GALESBURG, IL 61401"
SANKOFA HOUSE,"3824 W 16TH ST, CHICAGO, IL 60623"
SENIOR SUITES OF NORWOOD PARK,"5700 N HARLEM AVE, CHICAGO, IL 60631"
SHAWNEE VILLAGE,"1304 W BLVD ST, MARION, IL 62959"
VETERANS NEW BEGINNINGS,"8132 S RACINE AVE, CHICAGO, IL 60620"
WATER'S EDGE OF SOUTH ELGIN,"50 N RIVER ST, SOUTH ELGIN, IL 60177"
WILDBERRY VILLAGE APTS,"5725 FOREST HILLS RD, ROCKFORD, IL 61114"
BETTENDORF PLACE (CITY OF CHICAGO),"8425 S SAGINAW AVE, CHICAGO, IL 60617"
BRANCH OF HOPE,"5600 S HALSTED ST, CHICAGO, IL 60621"
CONRAD APTS,"4831 CONRAD ST, SKOKIE, IL 60077"
HOMETOWN HARBOR EAST MOLINE,"1011 49TH AVE, EAST MOLINE, IL 61244"
LAWNDALE PLAZA,"3158 W ROOSEVELT RD, CHICAGO, IL 60612"
MERRILL COURT APTS,"7201 S MERRILL AVE, CHICAGO, IL 60649"
PARKVIEW TOWERS APTS,"5110 S KING DR, CHICAGO, IL 60615"
PROGRESSIVE SQUARE,"4752 S Wabash, Chicago, IL 60615"
RIVER RUN,"401 RIVER RUN DR, MACOMB, IL "
"RIVER TO RIVER OF ANNA, SLF","151 DENNY DR, ANNA, IL 62906"
ST. EDMUND'S MEADOWS,"470 Stanford Ave, Chicago, IL 60637"
MARY ALLEN WEST TOWER,"121 W SIMMONS ST, GALESBURG, IL 61401"
MELMAR APTS,"101 MELMAR CT, SPARTA, IL 62286"
MENDOTA SENIOR HOUSING PHASE I,"1635 WILLIAM WAY, MENDOTA, IL 61342"
MOLINE ENTERPRISE LIVE-WORK LOFTS,"1809 RIVER DR, MOLINE, IL 61265"
NORTH & TALMAN REDEVELOPMENT III,"1605 N WASHTENAW AVE, CHICAGO, IL 60647"
OAK HILL SUPPORTIVE LIVING FACILITY,"76 E ROLLINS RD, ROUND LAKE BEACH, IL 60073"
OGLESBY SENIOR HOUSING PHASE I,"355 CERULLA CIR, OGLESBY, IL 61348"
OXFORD HOUSE,"2700 N MONROE ST, DECATUR, IL 62526"
PARK BLVD IIA,"3622 S STATE ST, CHICAGO, IL 60609"
PAUL G STEWART IV A,"400 E 41ST ST, CHICAGO, IL 60653"
RANDOLPH TOWER CITY APTS,"188 W RANDOLPH ST, CHICAGO, IL 60601"
RENAISSANCE APTS,"6105 S ELLIS AVE, CHICAGO, IL 60637"
RIDGEWOOD TOWERS,"545 AVE OF THE CITIES, EAST MOLINE, IL 61244"
