name,address
800 N 6TH STREET DUPLESX,"800 N SIXTH ST, SPRINGFIELD, IL 62702"
804 N 6TH ST DUPLEX,"804 N SIXTH ST, SPRINGFIELD, IL 62702"
AMBOY MANOR APTS,"42 W DIVISION ST, AMBOY, IL 61310"
ANCHOR HOUSING III,"517 OAKLEY AVE, ROCKFORD, IL 61101"
APPLE RIVER HOUSING,"305 MAPLE ST, APPLE RIVER, IL 61001"
"BAYBERRY ""C"" APTS","1404 N BAYBERRY CT, CHILLICOTHE, IL 61523"
BOULEVARD APTS,"1930 N HUMBOLDT BLVD, CHICAGO, IL 60647"
BROADMOOR APTS,"7600 N BOSWORTH AVE, CHICAGO, IL 60626"
BUENA VISTA APTS (CHICAGO),"3038 W N AVE, CHICAGO, IL 60647"
CARLINVILLE HEIGHTS APTS,"310 SPRUCE ST, CARLINVILLE, IL 62626"
CENTER CITY PLACE,"156 DIVISION ST, ELGIN, IL 60120"
CENTRAL PARK APTS,"4501 N CENTRAL PARK AVE, CHICAGO, IL 60625"
CENTRAL PINE PLACE II,"238 N PINE AVE, CHICAGO, IL 60644"
CHESTERTON MANOR,"1420 CT ST, CHESTER, IL 62233"
CORONADO APTS,"1061 W ROSEMONT AVE, CHICAGO, IL 60660"
COUNTRY PLACE APTS (MAROA),"202 S MAPLE ST, MAROA, IL 61756"
COUNTRY PLACE APTS (MOWEAQUA) II,"105 E BIRCH ST, MOWEAQUA, IL 62550"
CRYSTAL BALL TOWNHOMES,"200 N CRYSTAL ST, ELGIN, IL 60123"
DD DEVELOPMENT OF STERLING I,"2105 FREEPORT RD, STERLING, IL 61081"
DOVER GARDENS APTS,"4601 N DOVER ST, CHICAGO, IL 60640"
EVANS-LANGLEY,"727 E 50TH PL, CHICAGO, IL 60615"
FOREST VIEW APTS VII,"22 SIXTH ST, MULBERRY GROVE, IL "
FOX HILL APTS,"701 FOX HILL CIR, BLOOMINGTON, IL 61701"
FOX RIDGE APTS,"2503 IL RTE 84, THOMSON, IL "
GRAND BOULEVARD TOWERS,"4257 S KING DR, CHICAGO, IL 60653"
GREENWOOD APTS,"108 E TENTH ST, GRIDLEY, IL 61744"
GREENWOOD COURT APT,"4443 S GREENWOOD AVE, CHICAGO, IL 60653"
HAMILTON PARK APTS,"7146 S LOWE AVE, CHICAGO, IL 60621"
HILLSIDE APTS,"310 ILLINOIS ST, ELIZABETH, IL 61028"
IDLEWOOD APT,"527 LOWER MARINE RD, TROY, IL 62294"
JOHN STREET PROJECT,"317 W JOHN ST, TAYLORVILLE, IL 62568"
JUNEWAY TERRACE APTS,"1722 W JUNEWAY TER, CHICAGO, IL 60626"
KENWOOD OAKLAND DEVELOPMENT CORP,"4746 S INGLESIDE AVE, CHICAGO, IL 60615"
KINGSTON APTS,"7436 S KINGSTON AVE, CHICAGO, IL 60649"
LAKESIDE TOWER APTS,"200 JULIAN ST, WAUKEGAN, IL 60085"
MAGNOLIA ARMS,"4626 N MAGNOLIA AVE, CHICAGO, IL 60640"
MAPLE CREST APTS,"447 E WILLARD ST, WATAGA, IL 61488"
MEADOW LANE APTS,"1401 EL CAMINO DR, PEKIN, IL "
MEADOWVIEW APTS (FAIRVIEW),"12500 FAIRVIEW AVE, BLUE ISLAND, IL 60406"
METROPOLITAN APTS,"5854 S MICHIGAN AVE, CHICAGO, IL 60637"
SOUTHEAST LITTLE VILLAGE,"3066 E 92ND ST, CHICAGO, IL 60617"
SOUTHERN ILLINOIS MANOR,"111 E ILLINOIS ST, NEW BADEN, IL 62265"
STEELEVILLE ASSOC I,"801 LOCKWOOD CT, STEELEVILLE, IL 62288"
STEWART COURT,"7640 S STEWART AVE, CHICAGO, IL 60620"
SUNNYVIEW A & B (EVERGREEN),"460 E SECOND ST, EL PASO, IL 61738"
TOWN & GARDEN APTS,"1414 N SEDGWICK ST, CHICAGO, IL 60610"
TWELFTH STREET APTS,"2925 S 12TH ST, QUINCY, IL 62305"
WASHINGTON/LOREL APTS,"5313 W WASHINGTON BLVD, CHICAGO, IL 60644"
WATERFORD APTS PHASE I,"1503 LORELEI DR, ZION, IL 60099"
WATERFORD APTS PHASE II,"1503 LORELEI DR, ZION, IL 60099"
206-208 WATSON,"206 WASTON REAR, VENICE, IL "
41ST & ELLIS APTS,"4119 S ELLIS AVE, CHICAGO, IL 60653"
808 N SIXTH ST,"808 N SIXTH ST, SPRINGFIELD, IL 62702"
BRADLEE PARK APTS,"404 E MAPLE ST, LE ROY, IL 61752"
BRANCH CREEK SQUARE APTS,"402 E MAIN ST, BETHANY, IL 61914"
BRIARWOOD APTS II,"100 NORTHFIELD DR, NORMAL, IL 61761"
BRIARWOOD APTS OF DEKALB,"3345 RESOURCE PKWY, DEKALB, IL 60115"
BRUCKNER APTS,"1007 S ST, THOMSON, IL 61285"
CAMBRIDGE APTS - MORRIS,"100 SHARON DR, MORRIS, IL 60450"
CARROLL NORTH APTS,"5740 N WINTHROP AVE, CHICAGO, IL 60660"
CILA HOME I,"220 E 14TH ST, BEARDSTOWN, IL 62618"
COMMERCIAL AVE REVITALIZA,"8954 S COMMERCIAL AVE, CHICAGO, IL 60617"
COUNTRY PLACE APTS (VANDALIA),"929 W JOHNSON ST, VANDALIA, IL 62471"
COUNTRY PLACE APTS (VILLA GROVE),"227 COUNTRY PL, VILLA GROVE, IL 61956"
COURT STREET APTS,"410 N CT ST, ROCKFORD, IL 61103"
CRESTWOOD APTS,"404 E VERNON AVE, NORMAL, IL 61761"
CUMMINS PLACE APTS,"2104 CUMMINS ST, DIXON, IL 61021"
DD DEVELOPMENT OF STERLING II,"2105 FREEPORT RD, STERLING, IL 61081"
EAST GARFIELD PARK II LP,"3540 W MONROE ST, CHICAGO, IL 60624"
GIBSON GARDENS,"500 E 13TH ST, GIBSON CITY, IL 60936"
ROYAL LAKES SENIOR APTS,"668 POPLAR AVE, ROYAL LAKES, IL 62685"
SMITH CORBIN APTS,"1413 N LINCOLN DR, BENTON, IL 62812"
THE OAKS APTS,"203 N DIVISION ST, MT CARMEL, IL 62863"
THE PAVILION APTS,"5441 NE RIVER RD, CHICAGO, IL 60656"
TOLEDO MANOR,"202 E MAIN ST, TOLEDO, IL 62468"
VILLAGE APTS OF FAIRFIELD,"1600 W DELAWARE ST, FAIRFIELD, IL 62837"
6100-08 S WABASH APTS,"6100 S WABASH AVE, CHICAGO, IL 60637"
921 N SIXTH STREET,"921 N SIXTH ST, SPRINGFIELD, IL 62702"
AL'S PLACE,"405 A ST, PROPHETSTOWN, IL 61277"
AUSTIN SQUARE,"4701 W MAYPOLE AVE, CHICAGO, IL 60644"
BRIARWOOD GLEN APTS,"1800 ROCKINGHAM DR, NORMAL, IL 61761"
CANDLEWOOD MANOR APTS,"311 W WOOD ST, PARIS, IL 61944"
CHAPEL GARDEN SENIOR APTS,"1605 N MCAREE RD, WAUKEGAN, IL 60085"
CILA HOME #2 (BEARDSTOWN),"6 BRIDGEVIEW, BEARDSTOWN, IL 62618"
COLES CROSSING APTS,"2504 BUXTON DR, MATTOON, IL 61938"
ENGLEWOOD HOUSING GROUP II,"301 W MARQUETTE RD, CHICAGO, IL 60621"
GINGER RIDGE,"1954 MEMORIAL DR, CALUMET CITY, IL 60409"
HAVANA APTS,"800 N PROMENADE ST, HAVANA, IL 62644"
HEARTLAND PARK ELDERLY LIVING CENTER,"1424 36TH AVE, MOLINE, IL 61265"
HIGHLAND APTS,"400 E FLORENCE ST, OGLESBY, IL 61348"
HOMAN SQUARE IV RENTAL,"908 S CENTRAL PARK AVE, CHICAGO, IL 60624"
HOMAN SQUARE IV RENTAL,"906 S CENTRAL PARK AVE, CHICAGO, IL 60624"
HOMAN SQUARE IV RENTAL,"3645 W POLK ST, CHICAGO, IL 60624"
HOMAN SQUARE IV RENTAL,"3607 W POLK ST, CHICAGO, IL 60624"
CHESAPEAKE APTS,"202 CHESAPEAKE DR, MARION, IL 62959"
COURTS OF CICERO II LP,"5700 W 35TH ST, CICERO, IL 60804"
DOUGLAS APTS,"209 DOUGLAS ST, BLOOMINGTON, IL 61701"
EAST LAKE,"4257 S KING DR, CHICAGO, IL 60653"
EAST PARK,"3250 W MAYPOLE AVE, CHICAGO, IL 60624"
ELM PLACE APT,"406 ELM ST, DURAND, IL 61024"
OAKWOOD ESTATES OF DECATUR,"1400 W MOUND RD, DECATUR, IL 62526"
OLD MANITO H S REHAB,"225 E MEADOW LAWN ST, MANITO, IL 61546"
OLD ORCHARD ESTATES,"3351 ORCHARD LN, CARBON CLIFF, IL 61239"
PARKSIDE TERRACE,"128 N PARKSIDE AVE, CHICAGO, IL 60644"
PAUL G STEWART APTS V,"410 E BOWEN AVE, CHICAGO, IL 60653"
PRAIRIE GREEN APTS PHASE III,"2502 PRAIRIE GREEN DR, URBANA, IL 61802"
PRESENTATION APTS,"801 S SPRINGFIELD AVE, CHICAGO, IL 60624"
REBECCA WALKER COMPLEX,"126 S CENTRAL AVE, CHICAGO, IL 60644"
ROSE TERRACE APTS,"3820 WOLFS CROSSING RD, OSWEGO, IL 60543"
SENIOR SUITES OF CENTRAL STATION,"1400 S INDIANA AVE, CHICAGO, IL 60605"
SENIOR SUITES OF SOUTH SHORE,"2345 E 67TH ST, CHICAGO, IL 60649"
SENIOR SUITES/SOUTH SHORE,"2355 E 67TH ST, CHICAGO, IL 60649"
LAWN TERRACE APTS,"3214 W 63RD PL, CHICAGO, IL 60629"
LENA RETREAT,"602 N SCHUYLER ST, LENA, IL 61048"
LYNDALE PLACE,"2207 N ROCKWELL ST, CHICAGO, IL 60647"
MAE SUITES,"148 N MAYFIELD AVE, CHICAGO, IL 60644"
MAYFAIR COMMONS SENIOR BLDG,"4444 W LAWRENCE AVE, CHICAGO, IL 60630"
MEADOWS APTS,"308 DEMPSEY ST, ELBURN, IL 60119"
GERMANO-MILLGATE APTS,"8944 S BRANDON AVE, CHICAGO, IL 60617"
GOLDEN GOOD SHEPHERD HOME,"101 PRAIRIE RD, GOLDEN, IL 62339"
GREENUP MANOR APTS,"306 W CUMBERLAND ST, GREENUP, IL 62428"
HERITAGE HOUSE APTS,"10315 W PALMER AVE, MELROSE PARK, IL 60164"
HICKORY POINT APTS,"189 W HICKORY POINT RD, DECATUR, IL 62526"
HOMAN SQUARE I,"750 S HOMAN AVE, CHICAGO, IL 60624"
HOMESTEAD PLACE OF SPRINGFIELD LP,"4305 W WASHINGTON ST, SPRINGFIELD, IL 62711"
HUMBOLDT PARK RESIDENCE,"1152 N CHRISTIANA AVE, CHICAGO, IL 60651"
KENSINGTON COURT,"4655 S LAKE PARK AVE, CHICAGO, IL 60653"
KING/ESSEX APTS,"5300 S KING DR, CHICAGO, IL 60615"
LASALLE MANOR,"1135 TENTH ST, LA SALLE, IL 61301"
LAZARUS,"3935 W 19TH ST, CHICAGO, IL 60623"
ST. ANDREW'S COURT,"50 N Hoyne, Chicago, IL 60612"
STER-LYNN ESTATES,"215 E 25TH ST, STERLING, IL 61081"
TABERNACLE PARTNERHIP,"1852 S HAMLIN AVE, CHICAGO, IL 60623"
VICTORY SENIOR CENTRE,"31 N BROADWAY ST, JOLIET, IL 60435"
VILLAGE APTS OF EFFINGHAM II,"101 E HENDELMEYER AVE, EFFINGHAM, IL 62401"
VINTAGE GARDEN APTS,"2231 ADAMS ST, GRANITE CITY, IL 62040"
WESTWIND TOWER,"104 S STATE ST, ELGIN, IL 60123"
AUTUMN RIDGE APTS I,"707 ILLINI DR, PONTIAC, IL "
BENTON PLACE SENIOR APTS,"1500 N FRANKLIN DR, CHRISTOPHER, IL "
BETHLEHEM VILLAGE LP,"14725S VINE AVE, HARVEY, IL 60426"
BRADLEY PLACE SENIOR APTS PHASE II,"110 UNCLE LEO DR, BRADLEY, IL 60915"
BRYN MAWR/BELLE SHORE APTS,"5550 N KENMORE AVE, CHICAGO, IL 60640"
WINTHROP APTS,"6214 N WINTHROP AVE, CHICAGO, IL 60660"
WOODLAWN MICHIGAN APARTMENTS,"5630 S Michigan Ave, Chicago, IL 60637"
YMCA SENIOR LIVING CENTER,"460 GARFIELD AVE, AURORA, IL 60506"
2800-14 W MONTROSE,"2800 W MONTROSE AVE, CHICAGO, IL 60618"
ADAMS ST HOUSING DEVELOPMENT,"222 ADAMS ST, GRANITE CITY, IL "
ASPEN BLUFF APTS,"3604 W MARENGO DR, PEORIA, IL 61604"
LARKIN VILLAGE APTS,"929 LOIS PL, JOLIET, IL 60435"
LIBERTY TOWERS,"130 E COOK AVE, LIBERTYVILLE, IL 60048"
MICHIGAN AVENUE RENNAISSANCE,"5939 S MICHIGAN AVE, CHICAGO, IL 60637"
MYERSTOWN SENIOR APTS (LIBERTY VILLAGE),"403 YORK RD, ELMHURST, IL "
"PONTIAC ""A"" APTS","1300 W TRAINOR DR, PONTIAC, IL 61764"
LE CLAIR APTS,"421 19TH ST, MOLINE, IL 61265"
LEXINGTON PLACE APTS,"706 N ORANGE ST, LEXINGTON, IL 61753"
LIDA LAKE ESTATES,"433 WILLIS AVE, ROCHELLE, IL 61068"
MAGNOLIA GARDENS,"4845 N MAGNOLIA AVE, CHICAGO, IL 60640"
MAJOR JENKINS APTS,"5012 N WINTHROP AVE, CHICAGO, IL 60640"
MANTENO ELDERLY APTS,"175 N MCGUIRE DR, MANTENO, IL 60950"
MENARD APTS,"334 N MENARD AVE, CHICAGO, IL 60644"
NORTHLAKE FARMS APTS,"6700 DERBY DR, GURNEE, IL 60031"
OHIO PLACE APTS,"210 S GROVE ST, OHIO, IL 61349"
OLD CITY HALL APTS,"126 S FIRST ST, ROCKFORD, IL 61104"
PARK APTS,"220 E GARFIELD BLVD, CHICAGO, IL 60615"
PARKVIEW DWELLINGS,"620 E PELLS ST, PAXTON, IL 60957"
PEAR TREE APTS,"200 E POPE ST, GOLCONDA, IL 62938"
PRAIRIE APTS,"6034 S PRAIRIE AVE, CHICAGO, IL 60637"
PRAIRIE GREEN APTS PHASE I,"2502 PRAIRIE GREEN DR, URBANA, IL 61802"
PRAIRIE GREEN APTS PHASE II,"2502 PRAIRIE GREEN DR, URBANA, IL 61802"
PRAIRIE VIEW APTS II (BELLWOOD),"3936 GEORGINA LN, BELLWOOD, IL 60104"
RAINBOW APTS,"1004 S SMITH RD, URBANA, IL 61802"
REVERA PROJECT,"512 S CHICAGO AVE, KANKAKEE, IL 60901"
J & J APTS #2,"701 W FLETCHER ST, VANDALIA, IL 62471"
JADE GARDENS APTS,"300 W CERMAK RD, CHICAGO, IL 60616"
KEHIAS PARK SQUARE APTS,"500 N STATE ST, PANA, IL 62557"
KEMPER APTS,"2310 KILBURN AVE, ROCKFORD, IL 61101"
KIWANIS MANOR,"3000 LORAS DR, FREEPORT, IL 61032"
LAWNDALE RESTORATION,"3100 W DOUGLAS BLVD, CHICAGO, IL 60623"
LAZURUS PROJECT,"1900 S HARDING AVE, CHICAGO, IL 60623"
LINCOLN NORTHSIDE APTS,"2305 RAILSPLITTER AVE, LINCOLN, IL 62656"
LYONS SENIOR APTS,"8323 44TH ST, LYONS, IL 60534"
MAPLE POINT APTS (CORNERSTONE HOUSE),"150 W MAPLE ST, CHICAGO, IL 60610"
MIDWEST ATHLETIC CLUB APTS,"6 N HAMLIN BLVD, CHICAGO, IL 60624"
NUESTRO PUEBLO APARTMETNS,"901 N SACRAMENTO BLVD, CHICAGO, IL 60622"
HOMAN SQUARE IV RENTAL,"3621 W POLK ST, CHICAGO, IL 60624"
HOME SQUARE RENTAL IV,"921 S LAWNDALE AVE, CHICAGO, IL 60624"
HOMESTEAD AT MONTVALE,"2801 MONTALUMA DR, SPRINGFIELD, IL 62704"
HOWARD THEATER,"1615 W HOWARD ST, CHICAGO, IL 60626"
LAKE GROVE VILLAGE APTS,"3500 S COTTAGE GROVE AVE, CHICAGO, IL 60653"
SENIOR SUITES OF BELMONT,"6037 W GRAND AVE, CHICAGO, IL 60639"
SENIOR SUITES OF BELMONT CRAGIN,"6045 W GRAND AVE, CHICAGO, IL 60639"
SENIOR SUTIES OF GAGE PARK,"3244 W 59TH ST, CHICAGO, IL 60629"
SOUTHERN ILLINOIS MANORS (PROJECT B),"1886 NATHAN AVE, MASCOUTAH, IL 62258"
SPRINGMEADOW APTS,"3101 BUTLER ST, SPRINGFIELD, IL 62703"
ST EDMUND'S CORNERS,"5700 S MICHIGAN AVE, CHICAGO, IL 60637"
UNION SCHOOL APTS,"405 N SIXTH ST, WEST DUNDEE, IL 60118"
VALMEYER SENIOR APTS,"100 E WOODLAND RDG, VALMEYER, IL 62295"
VILLAGE GREEN APTS (KEITHSBURG),"304 S 14TH ST, KEITHSBURG, IL 61442"
WABASH COURT,"5606 S WABASH AVE, CHICAGO, IL 60637"
WAUKEGAN APTS,"102 WASHINGTON TER, WAUKEGAN, IL 60085"
WENONA PLACE APTS,"520 W ELM ST, WENONA, IL 61377"
WESTSIDE VILLAGE PHASE I,"3607 W POLK ST, CHICAGO, IL 60624"
WHITE HALL,"129 FANSLER CT, WHITE HALL, IL 62092"
528 SEVENTH STREET,"528 SEVENTH ST, ROCKFORD, IL 61104"
719 NORTH SIXTH ST,"719 N SIXTH ST, SPRINGFIELD, IL 62702"
BARDOLPH APTS,"206 W SPRUCE ST, BARDOLPH, IL 61416"
BAYVIEW ELDERLY,"230 NORTHWAY PARK RD, MACHESNEY PARK, IL 61115"
BELRAY APTS,"3150 N RACINE AVE, CHICAGO, IL 60657"
BRADLEY PLACE SENIOR APTS PHASE I,"110 UNCLE LEO DR, BRADLEY, IL 60915"
BRISTOL GARDENS,"4815 N MLK JR DR, DECATUR, IL 62526"
CANTERBURY HOUSE APTS,"500 TWILIGHT DR, MORRIS, IL 60450"
CARSONS APTS,"500 MAINE ST, QUINCY, IL 62301"
CILA HOME #1 (CAMP POINT),"102 E SPRING ST, CAMP POINT, IL 62320"
COUNTRY SIDE MANOR,"RR 2, PAWNEE, IL 62558"
COUNTRY WOOD APTS,"756 INLAND CIR, NAPERVILLE, IL 60563"
EAST GARFIELD PARK PLACE,"3441 W MONROE ST, CHICAGO, IL 60624"
EASTGATE APTS,"2755 COOPER DR, KANKAKEE, IL 60901"
EDEN'S GARDEN DEVELOPMENT GROUP,"2355 WILLIAMS WAY, DEKALB, IL 60115"
ELK TOWER APTS,"400 N MONROE ST, LITCHFIELD, IL 62056"
ENGLEWOOD GARDENS,"7000 S EGGLESTON AVE, CHICAGO, IL 60621"
FAIRBURY PHOENIX APTS,"606 W HICKORY ST, FAIRBURY, IL 61739"
FAIRVIEW RIDGE APTS,"714 ORLANDO AVE, NORMAL, IL 61761"
FARMINGTON MANOR APTS,"700 E CT ST, FARMINGTON, IL 61531"
FOREST GLEN APT,"7010 FOREST GLEN DR, ROCKFORD, IL 61114"
GARDEN GLEN APTS,"1401 S 34TH ST, MT VERNON, IL 62864"
GRAND APTS,"4750 S FORRESTVILLE AVE, CHICAGO, IL 60615"
GRIDLEY MANOR APTS,"108 E TENTH ST, GRIDLEY, IL 61744"
HARVARD RANCH APTS FOR SENIORS,"820 W METZEN ST, HARVARD, IL 60033"
HEINLEIN SQUARE APTS,"411 S HEINLEIN DR, SHELBYVILLE, IL 62565"
HERSHEY APTS,"1832 N MAIN ST, ROCKFORD, IL 61103"
J & J APTS #1,"701 W FLETCHER ST, VANDALIA, IL 62471"
SHERIDAN PARK APTS,"4536 N MAGNOLIA AVE, CHICAGO, IL 60640"
SHERIDAN PLAZA,"4607 N SHERIDAN RD, CHICAGO, IL 60640"
SUN VALLEY APTS,"1300 WINDFLOWER ST, PEKIN, IL 61554"
TREVI GARDEN ESTATES (HUNTINGTON RIDGE),"4040 TREVISO DR, SPRINGFIELD, IL 62703"
VILLAGE APTS OF NASHVILLE,"790 S MILL ST, NASHVILLE, IL 62263"
VILLAGE MANOR APTS,"104 S LINCOLN ST, OBLONG, IL 62449"
VIRDEN APTS,"611 N DYE ST, VIRDEN, IL 62690"
WABASH CHRISTIAN APTS,"548 ABELSON DR, CARMI, IL 62821"
WALNUT GROVE APTS,"211 WALNUT GROVE DR, WALNUT, IL 61376"
WOODLAWN MANOR APTS,"6140 S DREXEL AVE, CHICAGO, IL 60637"
ZIMMET SQUARE APTS,"1 ZIMET DR, FARMERSVILLE, IL 62533"
641 NORTH 5TH ST,"641 N FIFTH ST, SPRINGFIELD, IL 62702"
AMBER MANOR APTS,"807 RIDGE DR, DEKALB, IL 60115"
ANCHOR HOUSE,"1200 W 76TH ST, CHICAGO, IL 60620"
BEARDSTOWN APTS,"600 W FOURTH ST, BEARDSTOWN, IL 62618"
BRADFORD WOODS APTS,"5100 N WAR MEMORIAL DR, PEORIA, IL "
BROOKWOOD APTS,"1 BROOKWOOD, MATHERVILLE, IL "
BUCKINGHAM PLACE APTS,"3040 W EIGHTH ST, WAUKEGAN, IL 60085"
CACHE VALLEY APTS,"751 ULLIN AVE, ULLIN, IL 62992"
CENTRAL WOODLAWN PARTNR,"6156 S UNIVERSITY AVE, CHICAGO, IL 60637"
CILA HOME #2 (HAVANA),"702 N PLUM ST, HAVANA, IL 62644"
CLAYTON COURT APTS,"10 CLAYTON CT, WINNEBAGO, IL 61088"
COLCHESTER APTS,"592 N COAL ST, COLCHESTER, IL 62326"
DREXEL HORIZON SENIOR LIVING COMMUNITY,"3401 S 55TH AVE, CICERO, IL 60804"
DREXEL STREET PROPERTIES,"4027 S DREXEL BLVD, CHICAGO, IL 60653"
EMERALD VILLAGE,"150 W WISE RD, SCHAUMBURG, IL 60193"
FOX POINTE APTS,"2074 FOX POINTE CIR, AURORA, IL 60504"
HEARTLAND TOWERS,"1700 HOSPITAL RD, SILVIS, IL 61282"
HEATHER APTS,"1 PONSETTI DR, SPRING VALLEY, IL 61362"
JACKSON STREET APTS,"1727 W MAIN ST, CARBONDALE, IL 62901"
MOLINE APTS,"1275 49TH AVE CT, EAST MOLINE, IL 61244"
MONROE COUNTY APTS,"230 BRADFORD LN, WATERLOO, IL 62298"
MONTGOMERY FARMS SENIOR APTS,"1500 BRIARCLIFF RD, MONTGOMERY, IL 60538"
NORMAL HAVEN APTS,"6800 S NORMAL BLVD, CHICAGO, IL 60621"
ORLANDO APTS,"617 ORLANDO AVE, NORMAL, IL 61761"
PARKWAY ESTATES OF GALESBURG,"1711 W CARL SANDBURG DR, GALESBURG, IL 61401"
PINE CENTRAL,"557 N PINE AVE, CHICAGO, IL 60644"
PINNACLE PLACE,"1125 N FIFTH ST, SAVANNA, IL 61074"
ROWAN TREES APTS,"500 W ENGLEWOOD AVE, CHICAGO, IL 60621"
SHELBYVILLE APTS,"211 MEADOW VIEW CT, SHELBYVILLE, IL 62565"
SOUTH PARK APTS,"5950 S KING DR, CHICAGO, IL 60637"
STEGER SENIOR HOUSING LP,"200 E 35TH ST, STEGER, IL "
TURNBERRY SQUARE,"304 TURNBERRY DR, BLOOMINGTON, IL 61701"
VILLAGE GREEN APTS,"725 W HURLBURT ST, PEORIA, IL 61605"
VILLAGE WOODS APTS,"300 20TH AVE W, MILAN, IL 61264"
VIOLA SENIOR APTS,"1005 16TH AVE, VIOLA, IL 61486"
WESTWOOD PHASE II,"6201 S RHODES AVE, CHICAGO, IL 60637"
WILLARD SQUARE APTS,"4901 S ST LAWRENCE AVE, CHICAGO, IL 60615"
BIG MUDDY RIVER,"5 N SHAWNEE DR, MURPHYSBORO, IL 62966"
BRYN MAWR/BELLE SHORE APTS,"1062 W Bryn Mawr Ave, Chicago, IL 60660-4602"
CARLINVILLE SENIOR HOUSING,"800 RANDALL RD, CARLINVILLE, IL 62626"
CHATHAM COURT APTS,"1905 W RIVERSIDE BLVD, ROCKFORD, IL 61103"
CILA HOME/MASON CITY IL #1,"220 VETERANS BLVD, MASON CITY, IL 62664"
QUINCY SENIOR FAMILY RESOURCE CENTER,"639 YORK ST, QUINCY, IL 62301"
RENAISSANCE NORTH,"535 W N AVE, CHICAGO, IL 60610"
RIVERWALK SENIOR APTS,"8019 OGDEN AVE, LYONS, IL 60534"
ROENTGEN SCHOOL (SWITCHING STATION),"15 S HOMAN AVE, CHICAGO, IL 60624"
SANCTUARY PLACE,"626 N KEDZIE AVE, CHICAGO, IL 60612"
SENIOR SUITES OF NEW CITY,"4845 S Western Blvd, Chicago, IL 60609"
SENIOR SUITES OF NEW CITY,"4845 S WESTERN BLVD, CHICAGO, IL 60609"
SOUTH PARK PLAZA,"2600 S KING DR, CHICAGO, IL 60616"
STONEBRIDGE APTS,"1225 LINCOLN AVE, JACKSONVILLE, IL 62650"
STRAWBERRY MEADOWS,"1100 STRAWBERRY DR, WEST FRANKFORT, IL 62896"
SUNLEY FUND I,"1915 N ELIZABETH ST, SPRINGFIELD, IL 62702"
THE POINTE AT KILPATRICK,"14230 KILPATRICK AVE, CRESTWOOD, IL 60445"
KAVANAUGH BUILDING,"9001 S COMMERCIAL AVE, CHICAGO, IL 60617"
KEELER APTS,"1251 S KEELER AVE, CHICAGO, IL 60623"
KENWOOD OAKLAND APTS,"811 E 46TH ST, CHICAGO, IL 60653"
KING'S COURT PROJECT,"2641 E COOK ST, SPRINGFIELD, IL 62703"
KINGS COURT APTS,"2801 W GRANDVILLE AVE, WAUKEGAN, IL 60085"
LONGWOOD PLAZA,"1055 E STATE ST, ROCKFORD, IL 61104"
MADISON RENAISSANCE DEVELOPMENT,"5629 W MADISON ST, CHICAGO, IL 60644"
MARQUIS APTS,"6133 N KENMORE AVE, CHICAGO, IL 60660"
MEADOW GREEN APTS,"206A NICHOLAS DR, TUSCOLA, IL 61953"
MOUNT CARROLL APTS,"375 FOSTER CT, MAYWOOD, IL "
NACHUSA APTS,"215 S GALENA AVE, DIXON, IL 61021"
NORTH ISLAND APTS,"2 N STOLP AVE, AURORA, IL 60506"
OKPARA HOMES,"1310 W KETTELLE ST, PEORIA, IL 61605"
OLD CHICAGO FAMILY HOUSING,"1216 FOURTH AVE, ROCK ISLAND, IL 61201"
PEARL PLACE APTS,"502 PEARL ST, BELVIDERE, IL 61008"
PEORIA APTS,"601 W RB GARRETT AVE, PEORIA, IL 61605"
ROCK FALLS ELDERLY LIVING CENTER,"2202 12TH AVE, ROCK FALLS, IL 61071"
ROSELAND RIDGE APTS,", CHICAGO, IL "
SENIOR SUITES OF AUSTIN,"335 N MENARD AVE, CHICAGO, IL 60644"
SOUTHERN ILLINOIS MANORS #3,"1054 COOL VALLEY DR, BELLEVILLE, IL 62220"
ST ANDR,"50 N HOYNE AVE, CHICAGO, IL 60612"
ST EDMUND'S PLAZA,"5701 S MICHIGAN AVE, CHICAGO, IL 60637"
PRINCETON SENIOR HOUSING,"351 COLEITA CT, PRINCETON, IL 61356"
RIVER'S EDGE APTS,"3541 NORMANDY AVE, ROCKFORD, IL 61103"
RIVERWEST HOUSING PHASE I,"421 N WINNEBAGO ST, ROCKFORD, IL 61103"
RUTH SHRIMAN APTS,"4036 N SHERIDAN RD, CHICAGO, IL 60613"
SHUMWAY APTS,"600 W THIRD ST, TAYLORVILLE, IL 62568"
PEORIA AFFORDABLE HOUSING II,"312 S MERRIMAN ST, PEORIA, IL 61605"
PRESTWICK SENIOR COMMUNITY,"957 JAMES ST, GALENA, IL 61036"
HIGHLANDS TUDOR MANOR,"7012 S CREGIER AVE, CHICAGO, IL 60649"
HOLLAND,"240 W 107TH PL, CHICAGO, IL 60628"
HOLLOW TREE II,"1351 W CARL SANDBURG DR, GALESBURG, IL 61401"
HORIZON VILLAGE APTS,"4110 LAKE CT, ZION, IL 60099"
HUMBOLDT RIDGE APTS PHASE I,"1801 N ST LOUIS AVE, CHICAGO, IL 60647"
HUMBOLDT RIDGE APTS-PHASE II,"1800 N ST LOUIS AVE, CHICAGO, IL 60647"
HURRICANE CREEK APTS,"400 LOU ANN DR, HERRIN, IL 62948"
KINGSBURY CAMPUS APTS,"1525 CROWN RD, GREENVILLE, IL 62246"
